zi_baseinstrument_dev30577_sigouts0_amplitudes1_value,count,Theta,X
0.001,337.337337337337,-3.04213365178045,6.65144981914896e-06
0.001,338.338338338338,-1.8940399360114,7.56935533420168e-06
0.001,339.339339339339,2.30010355982252,7.62178405757358e-06
0.001,340.34034034034,1.42041142551558,7.23048677206684e-06
0.001,341.341341341341,-1.91534632708295,7.05785119642628e-06
0.001,342.342342342342,-7.67163263816138,7.00872290327924e-06
0.001,343.343343343343,1.04883416139323,7.26742601969508e-06
0.001,344.344344344344,0.00138881371228872,7.76555471426191e-06
0.001,345.345345345345,-1.45851362690064,7.09488059406956e-06
0.001,346.346346346346,-5.16700761065684,6.83547301548407e-06
0.001,347.347347347347,-3.22974547686715,6.80518660404713e-06
0.001,348.348348348348,0.155881838770135,7.60573941043437e-06
0.001,349.349349349349,-5.76503896481424,6.87044593565073e-06
0.001,350.35035035035,-6.12796471667795,7.19661150908656e-06
0.001,351.351351351351,-2.86721361497776,7.21598483541301e-06
0.001,352.352352352352,-2.03472666691944,7.79529100505333e-06
0.001,353.353353353353,0.0618235657212891,7.96843817468803e-06
0.001,354.354354354354,-3.64402262078713,7.24231639211851e-06
0.001,355.355355355355,-6.22471530502149,6.91548511808302e-06
0.001,356.356356356356,-0.0173838442996004,7.3502071666322e-06
0.001,357.357357357357,1.27631602356083,7.727703395146e-06
0.001,358.358358358358,6.43514019741173,6.98432296481129e-06
0.001,359.359359359359,-0.827706632918001,6.72045522157294e-06
0.001,360.36036036036,-1.8013517589987,6.43594312489056e-06
0.001,361.361361361361,-4.40082800026361,7.44002577024824e-06
0.001,362.362362362362,5.39130619280875,7.45004346309209e-06
0.001,363.363363363363,2.33925199265834,6.95443350708878e-06
0.001,364.364364364364,-5.11593397468241,7.11583210359088e-06
0.001,365.365365365365,-3.58066279201597,6.42662883708262e-06
0.001,366.366366366366,2.83024406209752,7.27566896120052e-06
0.001,367.367367367367,-2.20182983732408,6.65255334930049e-06
0.001,368.368368368368,-6.90582602518907,6.81238204348856e-06
0.001,369.369369369369,-5.93305078688233,6.98097537467628e-06
0.001,370.37037037037,0.692693666032954,7.50395246732984e-06
0.001,371.371371371371,1.47002301707233,7.61322497435417e-06
0.001,372.372372372372,-2.68725476565437,7.32388224637732e-06
0.001,373.373373373373,-3.29525834069349,6.5305264651321e-06
0.001,374.374374374374,-4.044446808873,6.99917375559498e-06
0.001,375.375375375375,-1.69565530615636,7.5665447679999e-06
0.001,376.376376376376,0.501362214599948,7.79629328528568e-06
0.001,377.377377377377,-7.48878441019229,6.66153082255712e-06
0.001,378.378378378378,1.03653580176726,7.67029568937996e-06
0.001,379.379379379379,1.32602987589288,6.77570473010598e-06
0.001,380.38038038038,0.189853321214367,7.24815958133435e-06
0.001,381.381381381381,4.59375135784533,7.31931930483434e-06
0.001,382.382382382382,5.6032553938056,6.78522686215055e-06
0.001,383.383383383383,2.07108269867495,7.52875993084949e-06
0.001,384.384384384384,-1.39583599485459,7.0470215074209e-06
0.001,385.385385385385,-4.10365110432342,7.26699699959094e-06
0.001,386.386386386386,2.58576935685682,7.35948163573643e-06
0.001,387.387387387387,-5.44329941885917,7.33170626927866e-06
0.001,388.388388388388,-3.2398974418282,7.17146975639063e-06
0.001,389.389389389389,7.32054503643588,7.34970955029511e-06
0.001,390.39039039039,-1.84500116172908,6.3997294821065e-06
0.001,391.391391391391,2.19246461306917,7.56916364061921e-06
0.001,392.392392392392,-1.76211112624098,7.53907444335198e-06
0.001,393.393393393393,-2.43703632815515,7.2010390200532e-06
0.001,394.394394394394,-6.29627371500948,6.76037969738649e-06
0.001,395.395395395395,-1.60955781316005,7.15982442998534e-06
0.001,396.396396396396,-0.558714876579788,7.31939142484637e-06
0.001,397.397397397397,-4.59741262425787,7.5951108117557e-06
0.001,398.398398398398,-0.953565021936231,7.58208598456653e-06
0.001,399.399399399399,-0.299039989187826,7.84596541500553e-06
0.001,400.4004004004,-0.9315639020802,6.93654216478807e-06
0.001,401.401401401401,-3.35805660823774,6.86581956608414e-06
0.001,402.402402402402,4.52507438886706,7.31873594320607e-06
0.001,403.403403403403,-3.78489764134541,6.63358067665652e-06
0.001,404.404404404404,3.94480697204838,7.02222138510769e-06
0.001,405.405405405405,1.36747913384554,7.50559090714715e-06
0.001,406.406406406406,-5.9330099904043,7.06065536109604e-06
0.001,407.407407407407,0.103381081479143,7.09479719796444e-06
0.001,408.408408408408,-2.26069810146211,7.81942178552849e-06
0.001,409.409409409409,-0.74883772555387,7.58289674740537e-06
0.001,410.41041041041,-3.38838273157337,6.97332542646195e-06
0.001,411.411411411411,-3.15940250679035,7.14100416078699e-06
0.001,412.412412412412,3.61681603784193,7.44656531694181e-06
0.001,413.413413413413,1.90661668960709,7.38955891088441e-06
0.001,414.414414414414,-0.581705354394108,6.86982892193216e-06
0.001,415.415415415415,0.297989394562185,7.57626088408335e-06
0.001,416.416416416416,6.04989881373449,7.38284229429159e-06
0.001,417.417417417417,-0.2003928051691,6.95762446524327e-06
0.001,418.418418418418,-5.68309239581135,6.27199108060092e-06
0.001,419.419419419419,7.53235470827123,7.50743043729116e-06
0.001,420.42042042042,-3.20720667167933,6.90466018617942e-06
0.001,421.421421421421,-3.53868513864,7.49861470549473e-06
0.001,422.422422422422,1.05572846498092,8.23012851609734e-06
0.001,423.423423423423,2.07064777997286,7.78906648421035e-06
0.001,424.424424424424,-4.85327074730235,6.67048615473515e-06
0.001,425.425425425425,-3.79209346191468,6.99503566435089e-06
0.001,426.426426426426,1.24156659769919,7.63980730667154e-06
0.001,427.427427427427,1.6530615904858,7.75948042386745e-06
0.001,428.428428428428,0.386501779171658,6.53167909327228e-06
0.001,429.429429429429,-4.54548030686691,6.64813077162457e-06
0.001,430.43043043043,-0.950362378969526,7.5109145738659e-06
0.001,431.431431431431,2.84599971005118,7.41008539391789e-06
0.001,432.432432432432,-0.610567019967349,7.30937214630193e-06
0.001,433.433433433433,-3.13682085829215,7.15340322353952e-06
0.001,434.434434434434,-8.54756132231199,7.34703412102142e-06
0.001,435.435435435435,0.489943131927897,8.0082431356608e-06
0.001,436.436436436436,-3.39979651700874,6.67922536179569e-06
0.001,437.437437437437,-2.08019874417739,7.54242168110908e-06
0.001,438.438438438438,-4.21003255545151,7.60982388150665e-06
0.001,439.439439439439,-4.26585516233233,6.80415542882625e-06
0.001,440.44044044044,-1.38737060781313,6.80566619038121e-06
0.001,441.441441441441,-2.09527583309093,7.63703785122581e-06
0.001,442.442442442442,-1.03766367374211,6.88891599993723e-06
0.001,443.443443443443,-0.485082565342109,6.95351750071447e-06
0.001,444.444444444444,3.63306255760399,7.92154143210872e-06
0.001,445.445445445446,-3.15792358627039,6.17496670112479e-06
0.001,446.446446446446,0.47148798959533,7.090783026285e-06
0.001,447.447447447447,-4.43507130934066,7.30537289195396e-06
0.001,448.448448448449,-2.22260773927474,7.61489935671819e-06
